,Age,Experience,Income,CCAvg,Mortgage,Family_2,Family_3,Family_4,Education_2,Education_3,Personal_Loan_1,Securities_Account_1,CD Account_1,Online_1,CreditCard_1
4158,59,34,74,0.7,0,0,0,1,0,0,0,0,0,1,1
1964,34,10,34,1.5,111,0,0,0,1,0,0,0,0,0,1
4607,50,23,18,0.5,0,0,0,0,1,0,0,0,0,1,1
3973,61,35,53,2.8,167,0,0,0,1,0,0,0,0,1,0
3483,60,36,195,4.7,0,0,0,0,0,0,0,0,0,1,0
4996,30,4,15,0.4,85,0,0,1,0,0,0,0,0,1,0
3403,54,29,82,3.7,0,0,1,0,1,0,1,0,0,1,0
1661,38,14,64,1.5,0,0,0,0,0,1,0,0,0,0,1
2401,42,17,63,2.2,0,1,0,0,0,1,0,0,0,1,0
4477,33,9,41,1.5,0,0,0,0,1,0,0,0,1,1,1
3714,49,23,65,0.4,232,1,0,0,0,1,0,0,0,0,1
2945,45,19,30,0.5,0,0,1,0,1,0,0,0,0,1,1
258,35,9,24,0.3,0,0,0,1,0,0,0,0,0,1,0
1496,36,12,18,0.5,0,0,0,0,0,1,0,0,0,0,1
1602,40,14,74,1.4,0,0,0,1,1,0,0,0,0,1,0
4238,43,19,161,7.6,464,1,0,0,0,0,0,0,0,1,0
3205,59,33,38,1.4,0,0,0,0,0,0,0,0,0,1,1
4063,47,21,24,0.1,0,1,0,0,0,1,0,0,0,0,1
2323,31,7,113,2.0,315,1,0,0,1,0,0,0,0,0,0
4843,61,34,41,2.5,0,0,0,1,1,0,0,0,0,1,0
970,57,32,75,3.7,236,1,0,0,0,0,0,0,0,1,0
2612,50,26,40,1.1,131,0,0,1,1,0,0,0,0,0,0
1305,32,6,28,0.3,88,1,0,0,1,0,0,0,0,1,0
3296,63,37,132,4.4,0,0,0,0,1,0,1,0,0,1,0
2284,47,23,22,0.6,0,0,0,1,0,0,0,0,0,1,1
2500,28,2,121,2.0,341,1,0,0,0,0,0,0,0,1,0
1782,37,11,60,2.8,181,1,0,0,0,0,0,0,0,0,1
1363,32,8,79,0.1,0,0,0,0,0,0,0,0,0,0,0
1468,45,18,78,2.67,0,0,1,0,1,0,0,0,0,1,0
1945,57,33,30,1.5,151,0,1,0,0,0,0,1,0,1,0
3155,55,29,62,0.3,0,0,1,0,1,0,0,0,0,1,0
4232,39,15,53,1.8,0,0,0,0,0,0,0,0,0,0,0
270,60,36,63,2.2,0,0,0,1,0,0,0,0,0,1,0
4943,26,0,12,0.1,0,0,0,0,1,0,0,0,0,1,0
4550,65,40,18,1.5,0,0,0,0,1,0,0,0,0,1,0
1696,45,21,140,7.6,132,1,0,0,0,0,0,0,0,0,0
4384,45,20,61,2.7,0,0,1,0,1,0,0,0,0,0,1
3899,60,34,43,1.4,0,0,0,0,0,0,0,0,0,1,1
1911,60,35,52,0.5,0,0,1,0,1,0,0,0,0,0,0
4204,40,16,61,2.1,0,0,1,0,0,1,0,0,0,0,0
1819,60,34,59,1.6,231,0,0,0,0,0,0,0,0,1,0
406,45,19,125,2.4,0,0,0,0,0,0,0,0,0,0,0
1805,51,26,15,0.0,114,1,0,0,0,0,0,0,0,1,0
2586,47,23,149,6.1,0,0,0,1,0,0,1,0,0,0,1
4821,30,6,62,0.1,0,0,0,0,0,0,0,0,0,1,1
2560,44,18,71,0.8,0,1,0,0,0,1,0,0,0,1,0
4632,54,29,62,0.7,0,0,0,1,0,0,0,0,0,0,1
4649,59,35,121,4.3,0,0,0,0,0,0,0,0,0,1,0
4501,59,33,38,2.2,178,0,1,0,0,1,0,1,1,1,1
1544,39,15,24,1.0,116,0,0,0,0,0,0,0,0,1,1
463,48,22,149,5.5,0,1,0,0,1,0,1,1,1,1,0
1223,45,19,11,0.2,91,0,0,0,0,0,0,0,0,0,0
4350,64,39,101,3.4,0,0,0,1,1,0,0,0,0,0,1
4222,51,25,58,0.7,223,0,1,0,1,0,0,0,0,0,0
1091,41,17,48,0.3,0,0,1,0,0,1,0,0,0,1,1
691,45,18,48,2.5,113,0,1,0,1,0,0,0,0,1,1
1241,64,38,39,0.5,0,0,0,0,0,1,0,1,1,1,1
103,43,18,22,0.3,0,1,0,0,1,0,0,0,0,1,0
3279,26,-1,44,2.0,0,0,0,0,1,0,0,0,0,0,0
1631,61,36,153,2.6,0,0,0,0,1,0,1,1,1,0,1
2894,49,25,19,0.9,0,0,0,0,0,1,0,0,0,0,0
683,40,16,82,3.6,0,0,0,0,1,0,0,0,0,0,0
4311,32,8,14,0.9,111,0,1,0,0,1,0,0,0,0,0
3405,55,30,50,2.1,0,1,0,0,0,1,0,0,0,1,0
4088,29,-1,71,1.75,0,1,0,0,0,1,0,0,0,0,0
2736,53,29,12,0.3,0,0,0,0,0,0,0,0,0,0,0
3780,49,25,109,6.8,0,1,0,0,0,0,0,0,0,0,0
4215,64,40,21,0.3,0,1,0,0,0,1,0,0,0,0,0
2080,65,40,69,0.1,0,0,0,1,1,0,0,0,0,1,0
199,36,11,158,5.1,0,0,0,0,0,1,1,0,1,1,1
3278,31,6,132,3.8,0,0,0,0,0,0,0,0,0,1,0
3625,47,21,71,2.9,0,0,0,1,0,0,0,0,0,1,0
2121,41,17,38,2.2,180,0,0,1,1,0,0,0,0,0,1
3676,62,37,22,1.5,111,0,0,0,1,0,0,0,0,1,0
1813,61,36,55,0.9,0,0,1,0,0,1,0,0,0,1,1
2350,52,28,22,0.4,0,1,0,0,0,0,0,0,0,1,1
39,38,13,80,0.7,285,0,0,1,0,1,0,0,0,1,0
68,47,21,60,2.1,0,0,1,0,0,0,0,0,0,1,1
2410,29,4,130,6.7,0,1,0,0,0,0,0,0,0,0,1
2182,40,14,22,1.4,0,1,0,0,0,1,0,0,0,0,0
2909,35,8,44,1.67,0,1,0,0,1,0,0,1,0,0,1
679,55,31,103,1.8,364,0,1,0,1,0,0,0,0,0,0
4146,53,28,85,1.3,118,0,0,0,0,1,0,0,0,1,0
4060,31,6,174,6.7,0,1,0,0,0,0,0,0,0,1,1
3902,45,21,39,2.1,0,1,0,0,0,1,0,0,0,0,1
2528,57,31,79,4.4,0,0,1,0,0,0,0,0,0,0,1
365,57,32,174,6.8,466,0,0,0,1,0,1,0,0,1,0
733,49,24,80,1.2,0,0,0,0,0,0,0,0,0,1,0
3249,50,25,81,1.2,0,0,0,0,0,0,0,0,0,0,0
2341,36,10,91,1.5,289,0,0,0,0,1,0,0,0,1,0
2071,52,28,83,0.0,0,0,0,0,0,0,0,0,0,1,0
954,37,12,169,5.2,249,1,0,0,0,1,1,0,0,1,0
287,37,12,62,0.7,0,0,1,0,1,0,0,0,0,0,1
4921,37,11,42,0.5,0,0,1,0,0,1,0,0,0,1,1
2549,41,15,63,0.7,79,0,0,0,0,1,0,0,0,0,1
2167,65,40,162,1.3,0,0,0,0,0,0,0,0,0,1,0
3486,25,1,20,1.0,0,0,0,1,0,0,0,0,0,0,1
2425,54,30,78,1.6,0,0,0,1,1,0,0,0,0,1,1
1581,53,29,24,0.2,0,1,0,0,0,0,0,0,0,0,1
2028,42,17,9,0.0,0,1,0,0,0,1,0,0,0,0,0
2062,57,31,55,2.5,219,0,1,0,0,0,0,0,1,1,1
3142,34,8,175,1.1,0,0,0,1,0,1,1,1,1,1,1
2609,42,18,120,7.5,0,1,0,0,0,0,0,1,0,0,0
3195,55,29,35,1.4,0,0,1,0,0,0,0,0,0,0,0
2556,28,4,82,1.5,103,0,1,0,0,0,0,0,0,1,0
2311,62,37,115,3.4,0,0,0,1,1,0,0,0,0,1,1
4669,27,1,64,1.8,0,0,0,1,1,0,0,0,0,1,1
3005,62,36,148,7.0,0,0,1,0,1,0,1,0,0,1,0
2066,41,16,30,1.4,0,1,0,0,1,0,0,0,0,0,1
4086,50,26,11,0.2,0,0,0,1,0,0,0,1,0,0,0
793,24,-2,150,2.0,0,1,0,0,0,0,0,0,0,1,0
2857,34,8,184,7.5,0,0,1,0,0,0,1,0,0,0,0
4257,43,17,48,2.2,0,0,1,0,1,0,0,0,0,0,1
1732,25,0,88,1.8,319,1,0,0,1,0,0,0,0,1,1
3383,46,22,135,4.1,213,0,1,0,0,0,1,0,0,1,0
1097,50,24,188,1.3,184,0,1,0,0,0,1,0,0,0,1
1597,66,41,11,0.1,0,0,1,0,0,1,0,1,0,0,1
1293,56,31,81,3.7,121,1,0,0,0,0,0,0,0,1,1
3933,39,14,40,2.5,0,0,0,0,0,1,0,0,0,1,0
4693,52,28,20,0.3,0,0,0,0,0,0,0,0,0,0,0
3510,38,11,69,2.33,0,0,1,0,1,0,0,0,0,0,0
3316,56,26,63,2.0,0,0,1,0,0,1,0,0,0,1,0
2056,33,8,20,1.3,83,0,1,0,0,0,0,0,0,0,1
2130,55,31,74,2.67,0,0,1,0,0,0,0,0,0,0,1
4881,57,32,24,0.2,140,1,0,0,0,1,0,0,0,1,0
828,35,9,28,1.0,75,0,0,1,0,0,0,0,0,1,0
4688,29,3,69,1.8,0,0,0,1,1,0,0,0,0,1,1
3479,31,6,64,2.5,0,1,0,0,0,0,0,0,0,1,0
3920,34,8,82,1.5,0,1,0,0,0,1,0,1,1,1,1
4879,40,15,43,1.7,98,0,0,1,0,0,0,0,0,0,0
3802,31,7,10,0.7,0,0,0,1,1,0,0,0,0,1,0
1595,56,26,38,1.0,110,0,1,0,0,1,0,1,0,1,0
3549,33,7,92,1.6,0,0,1,0,0,0,0,0,0,0,0
4277,40,16,138,3.5,0,0,0,0,0,0,0,0,0,1,0
764,37,13,89,1.7,314,1,0,0,1,0,0,0,0,0,1
4103,44,20,52,0.8,196,0,0,0,0,1,0,0,0,0,1
2591,31,7,8,0.7,0,0,0,1,1,0,0,0,0,0,0
2525,32,8,60,1.2,0,0,0,0,0,0,0,0,0,1,1
1592,56,31,192,7.0,0,0,0,0,0,1,1,0,1,1,0
3770,40,16,75,2.33,79,0,1,0,0,0,0,0,0,0,0
1421,42,17,54,1.9,164,0,0,1,0,1,0,0,0,0,0
654,54,29,129,4.2,0,0,0,1,0,1,1,0,0,0,0
3540,39,15,30,0.3,0,0,0,1,0,0,0,1,0,0,1
283,61,36,40,0.5,0,0,1,0,1,0,0,1,0,1,0
2951,26,2,132,2.4,0,1,0,0,0,1,1,0,0,0,1
4072,42,17,78,1.0,0,0,0,0,0,1,0,0,0,1,0
2259,24,0,82,0.8,0,0,1,0,0,0,0,0,0,1,0
2026,59,33,80,0.7,0,1,0,0,1,0,0,0,0,1,0
4893,42,12,39,2.0,0,0,1,0,0,1,0,1,1,1,1
3276,55,31,159,3.9,0,0,0,0,0,1,1,0,0,0,0
4638,37,13,89,1.7,0,1,0,0,1,0,0,0,0,1,0
1445,47,21,141,2.4,0,0,0,0,0,0,0,0,0,0,0
981,36,12,142,2.3,0,0,1,0,1,0,1,0,1,1,1
3411,63,37,118,2.0,427,0,0,0,0,0,0,0,0,0,0
1153,55,30,55,0.9,215,0,0,1,0,0,0,0,0,1,1
2753,54,27,195,4.75,477,1,0,0,1,0,1,0,0,0,0
674,49,23,59,2.1,0,0,1,0,0,0,0,0,0,0,0
468,34,10,21,0.5,0,0,0,0,0,1,0,0,0,1,0
3582,49,25,65,0.0,0,0,0,0,0,0,0,0,0,1,0
3531,38,12,58,0.9,128,0,1,0,0,1,0,0,0,0,1
429,37,13,78,0.1,0,0,0,1,1,0,0,0,0,1,0
2952,33,8,182,8.6,0,0,0,0,0,0,0,0,0,0,0
1555,59,33,49,1.7,104,0,0,1,1,0,0,0,0,1,0
1129,30,4,73,3.3,0,0,1,0,0,0,1,0,1,1,1
1210,50,24,84,4.9,0,0,0,1,0,0,0,0,0,1,0
916,44,20,85,3.2,0,1,0,0,0,0,0,0,0,1,0
166,25,1,21,1.0,0,0,1,0,1,0,0,0,0,0,0
4286,53,29,20,0.2,131,0,0,0,0,0,0,0,0,1,1
3113,31,5,50,2.1,209,0,0,1,0,1,0,0,0,1,0
4727,41,17,58,2.67,0,0,0,1,0,0,0,0,0,1,1
4827,30,6,181,4.3,230,0,0,0,0,0,0,0,0,1,0
2494,35,9,63,1.8,0,1,0,0,0,0,0,0,0,1,0
1000,59,35,8,0.7,91,0,0,1,0,0,0,1,0,0,0
1178,33,7,14,0.4,98,0,0,0,1,0,0,0,0,1,0
56,55,30,29,0.1,0,0,1,0,1,0,0,1,1,1,0
208,40,16,73,2.67,0,0,0,1,0,0,0,0,0,1,1
2111,60,34,40,1.6,0,0,0,0,0,0,0,0,0,1,0
3272,35,9,85,1.8,0,1,0,0,0,0,0,0,0,0,0
1307,26,2,195,6.33,0,0,0,0,0,0,0,0,0,1,1
1440,42,15,41,2.5,0,0,1,0,1,0,0,0,0,1,0
425,28,3,28,0.8,0,0,0,1,0,0,0,0,0,1,0
697,42,17,85,3.7,0,0,0,0,0,1,0,0,0,1,0
3622,54,29,60,3.8,0,0,0,1,1,0,0,0,0,1,1
1265,32,2,71,1.75,108,1,0,0,0,1,0,0,0,0,0
4478,33,9,53,2.1,0,0,0,0,0,1,0,0,0,0,0
2723,54,29,72,3.7,144,1,0,0,0,0,0,0,0,1,0
1593,63,38,83,1.8,0,0,1,0,1,0,0,0,0,1,0
2301,38,13,84,0.7,0,0,0,1,0,1,0,0,0,0,0
492,60,36,38,1.3,0,0,0,1,0,0,0,0,0,1,0
961,35,9,30,1.0,163,0,0,1,0,0,0,0,0,1,0
1860,30,6,179,4.9,142,0,1,0,0,0,1,0,0,1,0
4398,63,37,61,2.5,0,0,0,0,0,1,0,0,0,0,0
4455,56,31,28,1.5,0,0,0,0,1,0,0,1,1,1,1
978,52,26,68,0.8,0,0,0,0,0,1,0,0,0,1,1
3162,33,7,28,0.8,0,0,0,1,0,0,0,0,0,1,0
819,56,30,45,1.5,0,0,0,1,0,1,0,0,0,0,0
1826,59,33,35,0.2,171,0,0,0,0,0,0,0,0,0,0
3295,42,16,141,4.0,0,0,1,0,1,0,1,0,0,0,0
3619,45,20,42,0.3,0,0,0,0,0,1,0,0,0,1,0
1467,62,36,29,0.7,0,1,0,0,0,1,0,0,0,0,0
4230,62,36,115,2.8,202,1,0,0,0,0,0,0,0,1,1
621,41,17,114,1.8,0,1,0,0,1,0,0,0,0,1,0
3344,43,19,110,3.4,0,0,0,0,0,0,0,0,0,0,1
3546,65,40,34,1.1,119,0,0,0,0,1,0,0,0,1,1
1778,27,3,32,1.0,0,0,1,0,1,0,0,0,0,0,0
2914,42,18,42,1.7,0,1,0,0,0,0,0,0,0,1,0
336,36,12,65,2.6,0,0,1,0,1,0,0,0,0,1,0
3026,44,20,81,0.8,228,0,0,1,0,0,0,0,0,0,1
1083,28,3,65,2.6,0,0,1,0,0,1,0,1,0,0,0
2607,57,33,49,1.5,214,0,0,1,0,0,0,1,1,1,1
390,45,19,45,0.2,0,0,0,0,0,0,0,0,0,1,0
737,64,37,138,2.8,0,1,0,0,1,0,1,0,0,1,0
113,58,34,92,2.8,103,1,0,0,0,0,0,0,0,0,0
1068,34,9,105,1.2,0,0,1,0,0,1,0,1,0,0,0
937,38,13,62,0.7,0,0,1,0,1,0,0,1,0,1,0
2299,62,37,15,0.1,91,0,1,0,0,1,0,0,0,0,0
1873,28,4,69,0.7,80,0,1,0,1,0,0,0,0,1,0
4616,66,41,114,0.8,0,0,0,0,0,1,0,0,0,1,1
1015,60,34,62,0.8,0,0,0,0,1,0,0,0,0,0,0
257,66,41,18,0.5,0,0,1,0,0,0,0,0,0,0,1
4013,62,38,23,0.3,0,1,0,0,0,1,0,0,0,0,0
1339,52,25,180,9.0,297,1,0,0,1,0,1,0,0,1,0
1152,63,37,21,0.4,0,1,0,0,0,0,0,0,0,1,0
2264,35,11,9,0.7,0,0,0,1,1,0,0,0,0,1,0
992,34,9,93,0.0,0,0,0,0,0,0,0,0,0,1,0
3971,35,11,24,0.5,0,0,0,0,0,1,0,0,0,1,1
2558,43,19,172,6.67,0,1,0,0,0,0,0,0,0,1,0
1009,28,3,25,0.9,140,1,0,0,0,1,0,0,0,1,0
2991,42,17,113,1.0,0,0,1,0,0,0,0,1,0,1,0
3052,54,30,75,3.2,0,1,0,0,0,1,0,0,0,0,1
526,26,2,205,6.33,271,0,0,0,0,0,0,0,0,0,1
3355,49,23,93,2.4,0,0,0,0,0,0,0,0,0,1,1
132,31,1,51,1.75,0,1,0,0,0,1,0,0,0,0,0
2462,52,28,23,0.4,0,0,1,0,0,0,0,0,0,1,0
35,48,24,81,0.7,0,0,1,0,0,0,0,0,0,0,0
441,52,27,43,1.3,0,0,0,0,1,0,0,1,0,1,0
64,47,23,105,3.3,0,1,0,0,0,0,0,0,0,0,0
2029,30,3,61,2.0,0,0,0,1,1,0,0,0,0,1,0
1668,63,37,20,0.8,0,0,0,0,1,0,0,1,0,0,1
4382,60,34,38,2.2,0,0,1,0,0,1,0,1,0,0,0
1282,51,26,55,1.3,236,0,0,0,1,0,0,0,0,0,1
2175,37,12,160,3.3,0,1,0,0,0,0,0,0,0,0,0
638,42,16,35,1.5,0,0,1,0,0,0,0,0,0,0,0
2936,49,22,81,2.0,0,0,1,0,1,0,0,0,0,1,0
1224,59,35,45,1.8,0,0,0,0,0,1,0,0,0,1,0
3190,56,26,74,3.0,0,0,0,0,0,1,0,0,0,0,0
4650,47,23,63,0.8,0,0,0,0,0,1,0,0,0,1,0
1218,62,36,98,2.8,0,1,0,0,0,0,0,0,0,0,0
1598,40,15,85,0.4,0,1,0,0,0,0,0,1,0,0,0
2725,63,38,138,2.5,0,0,0,0,0,0,0,0,0,1,0
3569,41,15,24,0.8,0,1,0,0,0,1,0,1,0,1,0
3746,63,39,49,1.2,109,0,0,1,1,0,0,1,1,1,1
767,64,39,38,1.1,108,0,0,0,0,1,0,0,0,0,0
2572,62,32,33,1.5,140,0,0,0,0,1,0,0,0,1,1
4197,51,25,21,0.4,76,1,0,0,0,1,0,1,0,1,0
1294,34,10,71,0.1,257,0,0,0,0,0,0,0,0,1,1
3133,30,5,73,2.6,0,0,1,0,0,1,0,0,0,1,0
4782,26,0,150,7.2,0,1,0,0,0,0,0,0,0,0,1
1108,55,29,61,2.8,0,0,0,1,1,0,0,0,0,1,1
1659,33,7,139,4.0,106,0,0,0,0,1,1,0,1,1,1
1744,28,3,29,0.8,135,0,0,1,0,0,0,0,0,1,0
1278,36,10,74,2.5,0,0,0,0,0,0,0,0,0,0,1
3366,33,9,152,6.0,0,0,0,0,0,0,0,0,0,1,1
4246,60,35,24,1.5,0,0,0,0,1,0,0,0,0,0,0
129,41,16,70,0.5,0,0,1,0,0,1,0,0,0,0,1
2700,31,5,39,2.2,0,0,0,1,1,0,0,0,0,1,1
2255,33,9,79,0.1,0,0,0,0,0,0,0,0,0,1,0
3913,45,20,62,0.8,172,0,1,0,0,1,0,0,0,1,0
3949,31,5,23,0.4,0,0,0,0,1,0,0,0,0,1,1
4476,58,32,40,0.3,0,1,0,0,0,0,0,0,0,0,0
3286,62,36,58,2.8,0,0,0,0,1,0,0,0,0,0,1
452,39,13,21,0.2,0,0,1,0,1,0,0,0,0,0,0
1234,44,18,33,1.5,0,0,1,0,0,0,0,0,0,1,1
4505,40,15,90,1.1,0,0,0,1,1,0,0,1,0,1,0
1719,36,12,188,6.5,0,1,0,0,0,0,0,0,0,1,1
4771,36,11,85,1.2,0,0,1,0,0,1,0,0,0,1,0
4578,45,20,90,1.1,0,0,0,1,1,0,0,0,0,1,1
459,35,10,200,3.0,458,1,0,0,0,0,0,0,0,0,0
3992,47,22,95,3.9,0,1,0,0,1,0,1,0,0,0,0
680,61,36,51,1.5,0,0,1,0,0,0,0,0,0,0,1
2009,25,0,99,1.9,323,0,0,0,0,0,0,0,0,0,0
2466,24,-2,80,1.6,0,1,0,0,0,1,0,0,0,1,0
1747,29,5,21,0.4,89,0,0,1,1,0,0,0,0,0,1
2950,42,16,55,0.7,135,0,0,0,0,1,0,0,0,1,0
1954,44,20,81,2.0,277,0,0,1,0,1,0,0,0,1,0
361,43,19,153,7.5,0,1,0,0,0,0,0,0,0,1,0
1804,40,16,64,2.67,0,0,0,1,0,0,0,1,0,1,0
4961,39,14,108,1.2,0,0,1,0,0,1,0,0,0,1,1
4312,41,15,93,2.8,0,0,0,0,0,1,0,0,0,1,0
202,30,3,68,2.0,0,0,0,1,1,0,0,0,0,1,0
934,58,33,81,0.0,0,1,0,0,0,1,0,0,0,1,0
3555,35,9,81,2.7,0,0,0,0,1,0,0,0,0,1,0
4718,32,6,35,1.0,0,0,1,0,0,0,0,1,0,1,0
4774,56,32,22,1.2,0,0,0,0,0,1,0,0,0,1,1
124,39,15,78,2.4,118,0,0,1,0,0,0,0,0,1,0
4512,46,22,25,0.6,0,0,0,1,0,0,0,0,0,1,1
4744,44,20,72,0.3,0,0,1,0,0,1,0,0,0,1,0
1965,45,20,94,0.5,0,0,1,0,0,1,0,0,0,1,0
2515,31,5,34,1.9,156,0,0,0,0,1,0,0,0,1,0
4203,59,33,88,1.9,0,0,0,1,1,0,0,0,0,0,0
446,47,23,22,1.0,0,0,0,0,0,0,0,0,0,0,1
3991,64,38,84,2.0,0,0,0,0,0,0,0,0,0,0,0
4909,41,16,25,0.1,0,1,0,0,1,0,0,0,0,0,1
3923,41,15,91,2.8,330,0,0,0,0,1,0,1,0,1,0
4880,56,32,79,2.67,0,0,1,0,0,0,0,0,0,1,0
3232,55,25,65,2.0,0,0,0,1,0,1,0,0,0,1,0
1757,33,9,60,1.2,0,0,0,0,0,0,0,0,0,1,1
1588,29,3,55,1.1,0,0,1,0,1,0,0,0,0,1,0
935,46,20,131,5.7,256,0,0,0,0,0,0,0,0,0,1
1450,59,34,80,0.5,0,0,1,0,0,0,0,0,0,1,1
4164,35,10,23,1.1,0,0,0,1,0,1,0,0,0,0,1
3252,62,38,78,0.0,0,1,0,0,0,1,0,0,0,1,0
1353,50,25,14,0.4,0,0,0,0,0,1,0,0,0,1,1
2833,46,22,152,1.4,0,1,0,0,0,0,0,0,0,1,0
1188,45,19,58,0.4,0,1,0,0,0,1,0,1,0,0,1
217,39,14,74,3.0,0,0,1,0,0,0,0,0,0,0,0
1415,33,8,48,1.0,212,0,0,0,0,0,0,0,0,1,0
4533,59,34,19,0.5,0,1,0,0,1,0,0,0,0,1,0
4314,35,9,79,2.2,0,0,0,1,1,0,0,0,0,0,0
4454,50,24,38,0.6,0,0,1,0,1,0,0,0,0,1,0
877,35,11,59,0.1,0,0,0,1,1,0,0,0,0,0,0
3226,32,8,82,1.5,0,0,1,0,0,0,0,0,0,1,1
2022,33,3,71,1.8,236,0,0,1,0,1,0,0,0,0,0
66,62,36,105,2.8,336,1,0,0,0,0,0,0,0,0,0
4562,65,40,64,1.5,0,1,0,0,0,0,0,0,0,0,1
1481,35,9,179,0.0,76,1,0,0,0,0,0,1,0,1,0
4469,40,14,53,0.5,0,0,1,0,0,1,0,1,1,1,1
736,61,35,152,3.3,0,0,1,0,0,1,1,0,0,1,0
1846,56,32,15,0.1,0,0,0,0,1,0,0,0,0,1,0
272,29,3,45,0.2,158,0,0,1,0,0,0,0,0,1,1
1490,30,4,18,0.3,0,0,0,1,1,0,0,0,0,1,1
4516,58,32,12,0.7,0,0,0,1,0,1,0,0,0,1,0
3489,36,12,154,6.4,0,0,1,0,0,0,1,1,0,0,0
4139,29,3,81,2.9,0,0,0,0,0,1,0,0,0,0,0
4098,27,3,75,0.0,0,0,0,1,0,0,0,0,0,0,0
1944,52,28,39,1.9,83,0,1,0,1,0,0,0,1,1,1
660,39,14,165,3.3,0,1,0,0,0,0,0,0,0,1,0
1446,29,4,22,0.9,110,1,0,0,0,1,0,0,0,0,0
2801,58,34,41,0.4,177,0,0,1,0,0,0,0,0,1,0
4367,40,15,149,3.9,319,1,0,0,0,0,0,0,0,1,1
288,44,19,172,4.3,391,1,0,0,0,1,1,1,1,1,0
1776,50,26,42,1.1,151,0,0,1,1,0,0,0,0,1,0
1357,55,29,53,1.4,0,0,0,0,0,0,0,0,0,0,0
3696,31,5,78,0.2,0,1,0,0,0,0,0,0,0,0,1
3119,61,36,54,0.9,179,0,1,0,0,1,0,0,0,1,0
4050,53,26,14,1.0,83,1,0,0,1,0,0,0,0,0,0
4613,63,38,52,1.7,218,0,0,1,0,0,0,0,0,1,1
4711,65,40,59,2.4,0,0,1,0,0,0,0,0,0,0,0
226,24,-1,39,1.7,0,1,0,0,1,0,0,0,0,0,0
760,29,3,52,1.1,0,0,1,0,1,0,0,0,0,1,0
514,27,1,74,0.3,0,0,1,0,0,1,0,0,0,1,0
3865,56,30,64,2.5,0,0,1,0,0,0,0,0,0,0,0
1605,54,28,83,0.8,0,0,1,0,0,0,0,0,0,1,0
4874,26,0,75,0.3,0,0,1,0,0,1,0,0,0,0,0
4878,34,9,41,1.0,0,0,0,0,0,0,0,0,0,1,0
3430,64,38,32,0.3,0,1,0,0,0,0,0,0,0,1,1
4029,31,5,90,1.3,0,1,0,0,0,0,0,1,0,1,0
800,31,7,173,6.0,0,0,0,0,0,0,0,0,0,1,0
768,43,19,72,1.7,0,1,0,0,0,0,0,0,0,1,0
193,48,24,21,0.6,0,0,0,1,0,0,0,0,0,1,1
3493,54,28,33,0.4,0,1,0,0,0,1,0,0,0,1,0
742,32,6,81,2.5,0,0,0,0,0,0,0,0,0,1,0
2908,57,32,22,0.1,0,0,1,0,1,0,0,0,0,1,0
1454,51,25,148,1.0,0,0,0,0,0,0,0,0,0,0,0
612,65,40,129,1.3,0,0,0,0,0,0,0,0,0,1,1
3264,67,41,114,2.4,0,0,0,1,0,1,0,0,0,1,0
1870,63,37,110,4.1,0,0,0,0,0,1,1,0,0,0,0
3924,61,37,122,6.0,0,1,0,0,0,0,0,0,0,1,0
401,29,2,30,1.5,112,0,0,1,1,0,0,0,0,0,1
3872,53,29,63,1.0,0,1,0,0,0,1,0,0,0,1,0
849,33,8,58,0.1,0,1,0,0,0,0,0,1,1,1,1
3786,54,28,90,0.3,0,0,0,0,0,0,0,0,0,1,0
1728,52,26,28,0.3,0,0,0,0,0,1,0,0,0,1,0
374,30,5,98,3.1,220,1,0,0,0,0,0,0,0,1,0
537,44,20,131,4.9,0,0,0,0,0,1,1,0,0,1,0
3940,41,17,53,2.5,102,1,0,0,0,0,0,0,0,1,0
3927,59,34,38,1.7,0,0,0,1,0,0,0,0,0,0,1
1007,44,19,99,3.5,357,0,1,0,0,1,1,0,0,0,0
4789,58,34,84,1.6,0,0,0,1,1,0,0,0,0,1,0
4124,53,29,141,0.2,0,1,0,0,0,1,1,0,0,0,0
3378,25,0,44,0.6,0,0,0,1,1,0,0,0,0,0,1
578,46,19,49,2.5,0,0,1,0,1,0,0,0,0,1,1
692,26,2,30,1.0,111,0,0,0,0,1,0,0,0,0,0
1611,58,32,75,2.3,0,1,0,0,0,1,0,0,0,0,0
2734,56,31,64,0.9,0,0,0,1,0,0,0,0,0,1,0
4891,56,31,61,0.9,0,0,0,1,0,0,0,1,1,1,1
4166,66,40,30,0.7,86,1,0,0,0,1,0,0,0,0,0
655,50,25,13,0.7,0,1,0,0,0,1,0,0,0,0,0
444,64,40,91,0.0,0,1,0,0,0,1,0,0,0,1,1
1829,59,29,45,2.0,0,0,1,0,0,1,0,0,0,1,0
3336,60,34,11,0.7,0,0,0,1,0,1,0,0,0,1,0
1228,56,30,45,0.2,98,0,0,0,0,0,0,0,0,0,0
4671,39,14,104,4.0,0,0,0,0,0,1,0,0,1,1,1
3506,27,1,58,1.8,154,0,0,1,1,0,0,0,1,1,1
2912,44,20,130,3.2,0,0,0,1,1,0,1,0,0,0,0
590,29,3,39,2.1,0,0,0,1,0,1,0,0,0,1,0
2906,35,8,55,1.67,0,1,0,0,1,0,0,0,0,1,0
1575,50,26,88,2.7,0,0,0,0,0,0,0,0,0,1,0
478,44,20,150,3.3,0,1,0,0,0,0,0,0,0,0,1
